name,rating,votes,grade,type,height,pitches,safety,commitment,state,sub_area,photos,comments,near_grades,aid_grade
Northeast Arete,3.3,32,5.5,['Trad'],800,5,,,Nevada,09-Icebox Canyon,20,19,[],
Blue Bunny,1.6,5,5.7,['Trad'],150,1,,,Nevada,09-Icebox Canyon,1,2,"['5.9', '5.10', '5.9+', '5.9+', '5.9', '5.9']",
Burlesque,2.8,15,5.9,['Trad'],400,4,,II,Nevada,09-Icebox Canyon,9,6,"['5.7', '5.10', '5.9+', '5.9+', '5.9', '5.9']",
Middle Earth,2.4,15,5.9,['Trad'],600,6,,,Nevada,09-Icebox Canyon,3,4,"['5.7', '5.10', '5.9+', '5.9+', '5.9', '5.9']",
Tookish Instincts,2.0,2,5.9,['Trad'],700,8,,III,Nevada,09-Icebox Canyon,6,0,"['5.7', '5.10', '5.9+', '5.9+', '5.9', '5.9']",
Frigid Air Buttress,3.2,284,5.9+,['Trad'],800,7,,III,Nevada,09-Icebox Canyon,41,47,"['5.7', '5.9', '5.10', '5.9+', '5.9', '5.9']",
Linda's Route,2.6,10,5.9+,['Trad'],1000,8,,,Nevada,09-Icebox Canyon,5,4,"['5.7', '5.9', '5.10', '5.9+', '5.9', '5.9']",
Dear Diary,2.0,1,5.10,['Trad'],600,4,R,II,Nevada,09-Icebox Canyon,0,2,"['5.7', '5.9', '5.9+', '5.9+', '5.9', '5.9']",
One More For Jules!,1.5,2,5.6,['Trad'],320,2,,,Nevada,09-Icebox Canyon,1,0,"['5.8+', '5.10a', '5.10-', '5.8', '5.7+', '5.9']",
Hop Route,2.3,112,5.7+,['Trad'],250,3,,,Nevada,09-Icebox Canyon,4,22,"['5.8+', '5.10a', '5.10-', '5.8', '5.6', '5.9']",
Fold Out,2.6,193,5.8,['Trad'],120,1,,,Nevada,09-Icebox Canyon,15,25,"['5.8+', '5.10a', '5.10-', '5.7+', '5.6', '5.9']",
Atras,2.7,25,5.8+,['Trad'],200,2,,,Nevada,09-Icebox Canyon,3,4,"['5.10a', '5.10-', '5.8', '5.7+', '5.6', '5.9']",
Sensuous Mortician,3.1,169,5.9,['Trad'],120,1,,,Nevada,09-Icebox Canyon,10,28,"['5.8+', '5.10a', '5.10-', '5.8', '5.7+', '5.6']",
Back in Time,3.6,65,5.10a,['Trad'],120,1,,,Nevada,09-Icebox Canyon,3,13,"['5.8+', '5.10-', '5.8', '5.7+', '5.6', '5.9']",
Black Magic Panties,2.7,22,5.10-,['Trad'],120,1,R,,Nevada,09-Icebox Canyon,0,4,"['5.8+', '5.10a', '5.8', '5.7+', '5.6', '5.9']",
Shady Ladies,2.2,109,5.7,['Trad'],100,1,,,Nevada,09-Icebox Canyon,7,8,"['5.8', '5.9', '5.10b', '5.10-', '5.8', '5.12a', '5.11-', '5.9', '5.11-', '5.11', '5.10d', '5.9+', '5.10b', '5.11+', '5.9+', '5.12-', '5.10-', '5.7', '5.10d', '5.11', '5.10']",
Van Allen Belt,2.0,33,5.7,['Trad'],50,1,R,,Nevada,09-Icebox Canyon,4,8,"['5.8', '5.9', '5.10b', '5.10-', '5.8', '5.12a', '5.11-', '5.9', '5.11-', '5.11', '5.10d', '5.9+', '5.10b', '5.11+', '5.9+', '5.12-', '5.10-', '5.7', '5.10d', '5.11', '5.10']",
Adapt and Overcome,2.0,1,5.8,['Trad'],100,1,PG13,,Nevada,09-Icebox Canyon,1,1,"['5.9', '5.10b', '5.10-', '5.8', '5.12a', '5.11-', '5.9', '5.11-', '5.11', '5.10d', '5.9+', '5.10b', '5.7', '5.11+', '5.9+', '5.12-', '5.10-', '5.7', '5.10d', '5.11', '5.10']",
Cold September Corner,3.2,132,5.8,['Trad'],60,1,,,Nevada,09-Icebox Canyon,5,20,"['5.9', '5.10b', '5.10-', '5.8', '5.12a', '5.11-', '5.9', '5.11-', '5.11', '5.10d', '5.9+', '5.10b', '5.7', '5.11+', '5.9+', '5.12-', '5.10-', '5.7', '5.10d', '5.11', '5.10']",
Aesop’s Arete,2.3,3,5.9,['Trad'],100,1,,,Nevada,09-Icebox Canyon,3,0,"['5.8', '5.10b', '5.10-', '5.8', '5.12a', '5.11-', '5.9', '5.11-', '5.11', '5.10d', '5.9+', '5.10b', '5.7', '5.11+', '5.9+', '5.12-', '5.10-', '5.7', '5.10d', '5.11', '5.10']",
Magellanic Cloud,2.9,87,5.9,['Trad'],50,1,,,Nevada,09-Icebox Canyon,5,10,"['5.8', '5.10b', '5.10-', '5.8', '5.12a', '5.11-', '5.9', '5.11-', '5.11', '5.10d', '5.9+', '5.10b', '5.7', '5.11+', '5.9+', '5.12-', '5.10-', '5.7', '5.10d', '5.11', '5.10']",
Mister Masters,3.1,102,5.9+,['Trad'],70,1,,,Nevada,09-Icebox Canyon,3,5,"['5.8', '5.9', '5.10b', '5.10-', '5.8', '5.12a', '5.11-', '5.9', '5.11-', '5.11', '5.10d', '5.10b', '5.7', '5.11+', '5.9+', '5.12-', '5.10-', '5.7', '5.10d', '5.11', '5.10']",
Starless and Bible Black,2.7,3,5.9+,['Trad'],100,1,,,Nevada,09-Icebox Canyon,2,1,"['5.8', '5.9', '5.10b', '5.10-', '5.8', '5.12a', '5.11-', '5.9', '5.11-', '5.11', '5.10d', '5.10b', '5.7', '5.11+', '5.9+', '5.12-', '5.10-', '5.7', '5.10d', '5.11', '5.10']",
Blast From the Past,2.0,2,5.10-,['Trad'],115,1,,,Nevada,09-Icebox Canyon,4,1,"['5.8', '5.9', '5.10b', '5.8', '5.12a', '5.11-', '5.9', '5.11-', '5.11', '5.10d', '5.9+', '5.10b', '5.7', '5.11+', '5.9+', '5.12-', '5.10-', '5.7', '5.10d', '5.11', '5.10']",
Tie me Tightly,2.5,11,5.10-,['Trad'],90,1,,,Nevada,09-Icebox Canyon,0,2,"['5.8', '5.9', '5.10b', '5.8', '5.12a', '5.11-', '5.9', '5.11-', '5.11', '5.10d', '5.9+', '5.10b', '5.7', '5.11+', '5.9+', '5.12-', '5.10-', '5.7', '5.10d', '5.11', '5.10']",
Bad Day at Black Rocks,1.5,15,5.10b,"['Trad', 'Sport']",70,1,,,Nevada,09-Icebox Canyon,1,3,"['5.8', '5.9', '5.10-', '5.8', '5.12a', '5.11-', '5.9', '5.11-', '5.11', '5.10d', '5.9+', '5.10b', '5.7', '5.11+', '5.9+', '5.12-', '5.10-', '5.7', '5.10d', '5.11', '5.10']",
Pit Bull,2.7,10,5.10b,['Trad'],60,1,,,Nevada,09-Icebox Canyon,1,1,"['5.8', '5.9', '5.10-', '5.8', '5.12a', '5.11-', '5.9', '5.11-', '5.11', '5.10d', '5.9+', '5.10b', '5.7', '5.11+', '5.9+', '5.12-', '5.10-', '5.7', '5.10d', '5.11', '5.10']",
Whipper,2.3,9,5.10,['Trad'],70,1,,,Nevada,09-Icebox Canyon,0,2,"['5.8', '5.9', '5.10b', '5.10-', '5.8', '5.12a', '5.11-', '5.9', '5.11-', '5.11', '5.10d', '5.9+', '5.10b', '5.7', '5.11+', '5.9+', '5.12-', '5.10-', '5.7', '5.10d', '5.11']",
Mister Freeze's Face,2.0,2,5.10d,"['Trad', 'Sport']",130,1,,,Nevada,09-Icebox Canyon,1,0,"['5.8', '5.9', '5.10b', '5.10-', '5.8', '5.12a', '5.11-', '5.9', '5.11-', '5.11', '5.9+', '5.10b', '5.7', '5.11+', '5.9+', '5.12-', '5.10-', '5.7', '5.10d', '5.11', '5.10']",
Water Dog,2.5,22,5.10d,['Trad'],60,1,,,Nevada,09-Icebox Canyon,1,4,"['5.8', '5.9', '5.10b', '5.10-', '5.8', '5.12a', '5.11-', '5.9', '5.11-', '5.11', '5.9+', '5.10b', '5.7', '5.11+', '5.9+', '5.12-', '5.10-', '5.7', '5.10d', '5.11', '5.10']",
Mercedes,2.6,24,5.11-,['Trad'],70,1,,,Nevada,09-Icebox Canyon,2,3,"['5.8', '5.9', '5.10b', '5.10-', '5.8', '5.12a', '5.9', '5.11-', '5.11', '5.10d', '5.9+', '5.10b', '5.7', '5.11+', '5.9+', '5.12-', '5.10-', '5.7', '5.10d', '5.11', '5.10']",
Hot August Night,3.0,1,5.11-,['Trad'],90,1,PG13,,Nevada,09-Icebox Canyon,1,0,"['5.8', '5.9', '5.10b', '5.10-', '5.8', '5.12a', '5.9', '5.11-', '5.11', '5.10d', '5.9+', '5.10b', '5.7', '5.11+', '5.9+', '5.12-', '5.10-', '5.7', '5.10d', '5.11', '5.10']",
Meteor,2.6,8,5.11,['Trad'],150,2,,,Nevada,09-Icebox Canyon,1,0,"['5.8', '5.9', '5.10b', '5.10-', '5.8', '5.12a', '5.11-', '5.9', '5.11-', '5.10d', '5.9+', '5.10b', '5.7', '5.11+', '5.9+', '5.12-', '5.10-', '5.7', '5.10d', '5.11', '5.10']",
Whiplash,2.7,6,5.11,['Trad'],60,1,,,Nevada,09-Icebox Canyon,3,0,"['5.8', '5.9', '5.10b', '5.10-', '5.8', '5.12a', '5.11-', '5.9', '5.11-', '5.10d', '5.9+', '5.10b', '5.7', '5.11+', '5.9+', '5.12-', '5.10-', '5.7', '5.10d', '5.11', '5.10']",
Spring Break,3.8,124,5.11+,['Trad'],70,1,,,Nevada,09-Icebox Canyon,4,7,"['5.8', '5.9', '5.10b', '5.10-', '5.8', '5.12a', '5.11-', '5.9', '5.11-', '5.11', '5.10d', '5.9+', '5.10b', '5.7', '5.9+', '5.12-', '5.10-', '5.7', '5.10d', '5.11', '5.10']",
Gotham City,3.4,34,5.12a,['Trad'],90,1,,,Nevada,09-Icebox Canyon,0,6,"['5.8', '5.9', '5.10b', '5.10-', '5.8', '5.11-', '5.9', '5.11-', '5.11', '5.10d', '5.9+', '5.10b', '5.7', '5.11+', '5.9+', '5.12-', '5.10-', '5.7', '5.10d', '5.11', '5.10']",
Tarantula,2.8,14,5.12-,['Trad'],75,1,,,Nevada,09-Icebox Canyon,3,2,"['5.8', '5.9', '5.10b', '5.10-', '5.8', '5.12a', '5.11-', '5.9', '5.11-', '5.11', '5.10d', '5.9+', '5.10b', '5.7', '5.11+', '5.9+', '5.10-', '5.7', '5.10d', '5.11', '5.10']",
Tatanka,3.0,2,5.10,"['Trad', 'Aid']",900,8,R,IV,Nevada,09-Icebox Canyon,6,2,['5.12c'],A2-3
Buffalo Soldiers,4.0,1,5.12c,['Trad'],750,6,R,,Nevada,09-Icebox Canyon,0,0,['5.10'],
Pork Soda,1.8,5,5.9,['Trad'],90,1,,,Nevada,09-Icebox Canyon,0,1,"['5.9+', '5.10c/d', '5.11c', '5.10c', '5.10-', '5.12b', '5.10', '5.11b', '5.10c', '5.11', '5.10a']",
Amazing Grace,2.7,18,5.9+,['Trad'],110,1,PG13,,Nevada,09-Icebox Canyon,2,9,"['5.10c/d', '5.11c', '5.10c', '5.10-', '5.12b', '5.10', '5.9', '5.11b', '5.10c', '5.11', '5.10a']",
Weenie Juice,3.5,4,5.10a,['Trad'],160,1,,,Nevada,09-Icebox Canyon,1,1,"['5.9+', '5.10c/d', '5.11c', '5.10c', '5.10-', '5.12b', '5.10', '5.9', '5.11b', '5.10c', '5.11']",
Greased Lightning,3.4,13,5.10-,['Trad'],200,1,R,,Nevada,09-Icebox Canyon,1,3,"['5.9+', '5.10c/d', '5.11c', '5.10c', '5.12b', '5.10', '5.9', '5.11b', '5.10c', '5.11', '5.10a']",
La Cierta Edad,3.0,117,5.10,['Trad'],650,5,,III,Nevada,09-Icebox Canyon,16,44,"['5.9+', '5.10c/d', '5.11c', '5.10c', '5.10-', '5.12b', '5.9', '5.11b', '5.10c', '5.11', '5.10a']",
Swing Shift,2.3,4,5.10c,['Trad'],700,7,,II,Nevada,09-Icebox Canyon,0,0,"['5.9+', '5.10c/d', '5.11c', '5.10-', '5.12b', '5.10', '5.9', '5.11b', '5.10c', '5.11', '5.10a']",
Grape Nuts,2.9,10,5.10c,['Sport'],110,1,PG13,,Nevada,09-Icebox Canyon,0,2,"['5.9+', '5.10c/d', '5.11c', '5.10-', '5.12b', '5.10', '5.9', '5.11b', '5.10c', '5.11', '5.10a']",
Breakaway,3.2,33,5.10c/d,['Trad'],290,2,,,Nevada,09-Icebox Canyon,8,13,"['5.9+', '5.11c', '5.10c', '5.10-', '5.12b', '5.10', '5.9', '5.11b', '5.10c', '5.11', '5.10a']",
The Red Rock Canyon Wilderness Memorial Route,3.0,2,5.11b,['Trad'],300,3,PG13,,Nevada,09-Icebox Canyon,0,0,"['5.9+', '5.10c/d', '5.11c', '5.10c', '5.10-', '5.12b', '5.10', '5.9', '5.10c', '5.11', '5.10a']",
Unfinished Symphony,2.2,6,5.11,['Trad'],500,5,,II,Nevada,09-Icebox Canyon,0,2,"['5.9+', '5.10c/d', '5.11c', '5.10c', '5.10-', '5.12b', '5.10', '5.9', '5.11b', '5.10c', '5.10a']",
Earth Juice,3.8,5,5.11c,['Trad'],140,2,PG13,,Nevada,09-Icebox Canyon,0,2,"['5.9+', '5.10c/d', '5.10c', '5.10-', '5.12b', '5.10', '5.9', '5.11b', '5.10c', '5.11', '5.10a']",
Kisses Don't Lie,3.9,7,5.12b,['Trad'],250,2,PG13,,Nevada,09-Icebox Canyon,1,3,"['5.9+', '5.10c/d', '5.11c', '5.10c', '5.10-', '5.10', '5.9', '5.11b', '5.10c', '5.11', '5.10a']",
Drat Crack,2.0,10,5.8,['Trad'],140,1,,,Nevada,09-Icebox Canyon,1,3,"['5.8', '5.9+']",
Good-Time Charlie,2.3,10,5.8,['Trad'],140,1,,,Nevada,09-Icebox Canyon,1,4,"['5.8', '5.9+']",
Hot Time,2.5,6,5.9+,['Trad'],250,2,,,Nevada,09-Icebox Canyon,1,1,"['5.8', '5.8']",
Crawford's Corner,3.0,1,5.10+,['Trad'],400,2,PG13,,Nevada,09-Icebox Canyon,1,7,['5.10d'],
Mirkwood,2.0,3,5.10d,['Trad'],450,5,PG13,III,Nevada,09-Icebox Canyon,6,0,['5.10+'],
Lebanese NoNo,2.0,3,5.7,['Trad'],80,1,,,Nevada,09-Icebox Canyon,1,0,"['5.10a', '5.9+', '5.11d', '5.10a', '5.11b/c']",
Lebanese JoJo,2.8,8,5.9+,['Trad'],200,2,,,Nevada,09-Icebox Canyon,4,6,"['5.10a', '5.7', '5.11d', '5.10a', '5.11b/c']",
Grumblefish,1.0,1,5.10a,['Trad'],100,1,,,Nevada,09-Icebox Canyon,1,0,"['5.9+', '5.7', '5.11d', '5.10a', '5.11b/c']",
Romeo Charlie,3.0,2,5.10a,['Trad'],130,1,R,,Nevada,09-Icebox Canyon,1,0,"['5.9+', '5.7', '5.11d', '5.10a', '5.11b/c']",
Smears for Fears,3.7,12,5.11b/c,['Trad'],100,1,,,Nevada,09-Icebox Canyon,2,2,"['5.10a', '5.9+', '5.7', '5.11d', '5.10a']",
Rojo,3.7,3,5.11d,['Trad'],115,1,,,Nevada,09-Icebox Canyon,0,4,"['5.10a', '5.9+', '5.7', '5.10a', '5.11b/c']",
Blitzkrieg,2.0,1,5.11,['Trad'],700,6,R,,Nevada,09-Icebox Canyon,3,7,[],
Armadiller,0.0,0,5.6,['Trad'],100,1,,,Nevada,09-Icebox Canyon,1,0,"['5.8', '5.8']",
Spit upon my plates,0.0,0,5.8,['Trad'],350,4,,,Nevada,09-Icebox Canyon,3,0,"['5.6', '5.8']",
Creature Feature,2.0,2,5.8,['Trad'],350,3,,,Nevada,09-Icebox Canyon,5,0,"['5.6', '5.8']",
Dogleg Crack,2.3,6,5.8,['Trad'],200,2,,,Nevada,09-Icebox Canyon,2,1,['5.9'],
Hodor Said Hodor,1.3,3,5.9,['Trad'],500,5,PG13,II,Nevada,09-Icebox Canyon,13,1,['5.8'],
Waterboys,3.3,31,5.10a,['Trad'],400,3,,II,Nevada,09-Icebox Canyon,5,3,"['5.10d', '5.11c', '5.11']",
Beta Blocker Corner,3.0,1,5.10d,['Trad'],710,6,,IV,Nevada,09-Icebox Canyon,3,0,"['5.11c', '5.11', '5.10a']",
The Regatta,3.3,4,5.11,['Trad'],600,5,R,,Nevada,09-Icebox Canyon,0,2,"['5.10d', '5.11c', '5.10a']",
"Big Hat, No Cattle",3.0,1,5.11c,['Trad'],300,2,PG13,,Nevada,09-Icebox Canyon,0,0,"['5.10d', '5.11', '5.10a']",
Tarkus Crack,3.5,6,5.7+,['Trad'],45,1,,,Nevada,09-Icebox Canyon,3,1,['5.8'],
Lumpy arete,3.0,1,5.8,['Trad'],180,1,,,Nevada,09-Icebox Canyon,1,0,['5.7+'],
First Grader,1.0,1,5.6,['Trad'],100,1,,,Nevada,Whiskey Peak,0,0,"['5.9', '5.7', '5.7', '5.9', '5.7', '5.9', '5.10', '5.7', '5.7', '5.7', '5.8', '5.9', '5.9']",
Back to Basics,2.3,4,5.7,['Trad'],100,1,,,Nevada,Whiskey Peak,4,1,"['5.9', '5.7', '5.9', '5.7', '5.9', '5.10', '5.7', '5.7', '5.6', '5.7', '5.8', '5.9', '5.9']",
The Chamber of Secrets,2.7,32,5.7,['Trad'],200,2,,,Nevada,Whiskey Peak,5,10,"['5.9', '5.7', '5.9', '5.7', '5.9', '5.10', '5.7', '5.7', '5.6', '5.7', '5.8', '5.9', '5.9']",
Falling Rein,1.3,6,5.7,['Trad'],200,2,,,Nevada,Whiskey Peak,0,2,"['5.9', '5.7', '5.9', '5.7', '5.9', '5.10', '5.7', '5.7', '5.6', '5.7', '5.8', '5.9', '5.9']",
The Fright of the Phoenix,1.8,9,5.7,['Trad'],220,2,,,Nevada,Whiskey Peak,0,4,"['5.9', '5.7', '5.9', '5.7', '5.9', '5.10', '5.7', '5.7', '5.6', '5.7', '5.8', '5.9', '5.9']",
Basilisk Fang,1.8,12,5.7,['Trad'],140,1,,,Nevada,Whiskey Peak,0,4,"['5.9', '5.7', '5.9', '5.7', '5.9', '5.10', '5.7', '5.7', '5.6', '5.7', '5.8', '5.9', '5.9']",
Diagon Alley,1.4,8,5.7,['Trad'],90,1,,,Nevada,Whiskey Peak,1,2,"['5.9', '5.7', '5.9', '5.7', '5.9', '5.10', '5.7', '5.7', '5.6', '5.7', '5.8', '5.9', '5.9']",
Get Rad,3.6,7,5.8,['Trad'],150,1,,,Nevada,Whiskey Peak,3,1,"['5.9', '5.7', '5.7', '5.9', '5.7', '5.9', '5.10', '5.7', '5.7', '5.6', '5.7', '5.9', '5.9']",
Cadillac Crack,3.7,22,5.9,['Trad'],130,1,,,Nevada,Whiskey Peak,6,4,"['5.7', '5.7', '5.9', '5.7', '5.9', '5.10', '5.7', '5.7', '5.6', '5.7', '5.8', '5.9', '5.9']",
Azkaban Jam,2.1,7,5.9,['Trad'],140,1,,,Nevada,Whiskey Peak,3,4,"['5.7', '5.7', '5.9', '5.7', '5.9', '5.10', '5.7', '5.7', '5.6', '5.7', '5.8', '5.9', '5.9']",
Rita Skeeter,2.0,1,5.9,['Trad'],120,1,R,,Nevada,Whiskey Peak,0,0,"['5.7', '5.7', '5.9', '5.7', '5.9', '5.10', '5.7', '5.7', '5.6', '5.7', '5.8', '5.9', '5.9']",
Dark Arts,2.6,8,5.9,['Trad'],120,1,,,Nevada,Whiskey Peak,6,4,"['5.7', '5.7', '5.9', '5.7', '5.9', '5.10', '5.7', '5.7', '5.6', '5.7', '5.8', '5.9', '5.9']",
Moaning Myrtle,1.0,1,5.9,['Trad'],120,1,,,Nevada,Whiskey Peak,0,0,"['5.7', '5.7', '5.9', '5.7', '5.9', '5.10', '5.7', '5.7', '5.6', '5.7', '5.8', '5.9', '5.9']",
The Dementor,2.0,1,5.10,['Trad'],150,3,R,,Nevada,Whiskey Peak,2,0,"['5.9', '5.7', '5.7', '5.9', '5.7', '5.9', '5.7', '5.7', '5.6', '5.7', '5.8', '5.9', '5.9']",
Microbrew,2.2,13,5.5,['Trad'],150,1,,,Nevada,Whiskey Peak,3,1,"['5.7', '5.8', '5.8', '5.6', '5.7', '5.9']",
Lazy Buttress,2.6,15,5.6,['Trad'],400,3,R,,Nevada,Whiskey Peak,1,4,"['5.7', '5.8', '5.8', '5.5', '5.7', '5.9']",
Ballantine Blast,2.1,43,5.7,['Trad'],400,3,,,Nevada,Whiskey Peak,5,7,"['5.8', '5.8', '5.6', '5.5', '5.7', '5.9']",
Schaeffer's Delight,2.5,125,5.7,['Trad'],400,3,,II,Nevada,Whiskey Peak,14,13,"['5.8', '5.8', '5.6', '5.5', '5.7', '5.9']",
Crown Royal,1.9,8,5.8,['Trad'],500,5,,II,Nevada,Whiskey Peak,5,2,"['5.7', '5.8', '5.6', '5.5', '5.7', '5.9']",
Gentle Ben's Afternoon Delight,1.7,6,5.8,['Trad'],500,4,,II,Nevada,Whiskey Peak,1,2,"['5.7', '5.8', '5.6', '5.5', '5.7', '5.9']",
"Shaken, Not Stirred",1.0,2,5.9,['Trad'],300,3,,,Nevada,Whiskey Peak,0,1,"['5.7', '5.8', '5.8', '5.6', '5.5', '5.7']",
Bourbon Street,2.7,156,5.8,['Trad'],710,7,,III,Nevada,Whiskey Peak,29,33,"['5.10a/b', '5.11a', '5.8+', '5.8', '5.9+', '5.11b', '5.11b', '5.11b', '5.8', '5.12a', '5.11c', '5.10d', '5.12a', '5.10d', '5.10b', '5.9', '5.11b/c', '5.10d', '5.10c/d', '5.10d', '5.9', '5.10a', '5.10', '5.10-', '5.10-', '5.11', '5.10', '5.10b']",
Frogland,3.5,1052,5.8,['Trad'],700,6,,III,Nevada,Whiskey Peak,75,69,"['5.10a/b', '5.11a', '5.8+', '5.8', '5.9+', '5.11b', '5.11b', '5.11b', '5.8', '5.12a', '5.11c', '5.10d', '5.12a', '5.10d', '5.10b', '5.9', '5.11b/c', '5.10d', '5.10c/d', '5.10d', '5.9', '5.10a', '5.10', '5.10-', '5.10-', '5.11', '5.10', '5.10b']",
Canadian Club,1.8,4,5.8,['Trad'],,5,,III,Nevada,Whiskey Peak,3,0,"['5.10a/b', '5.11a', '5.8+', '5.8', '5.9+', '5.11b', '5.11b', '5.11b', '5.8', '5.12a', '5.11c', '5.10d', '5.12a', '5.10d', '5.10b', '5.9', '5.11b/c', '5.10d', '5.10c/d', '5.10d', '5.9', '5.10a', '5.10', '5.10-', '5.10-', '5.11', '5.10', '5.10b']",
Bourbon Hangover,2.3,4,5.8+,['Trad'],,6,,III,Nevada,Whiskey Peak,4,1,"['5.10a/b', '5.11a', '5.8', '5.8', '5.9+', '5.11b', '5.11b', '5.11b', '5.8', '5.12a', '5.11c', '5.10d', '5.12a', '5.10d', '5.10b', '5.9', '5.11b/c', '5.10d', '5.10c/d', '5.10d', '5.9', '5.10a', '5.10', '5.10-', '5.10-', '5.11', '5.10', '5.10b']",
The Misunderstanding,3.1,128,5.9,['Trad'],160,2,,,Nevada,Whiskey Peak,13,10,"['5.10a/b', '5.11a', '5.8+', '5.8', '5.8', '5.9+', '5.11b', '5.11b', '5.11b', '5.8', '5.12a', '5.11c', '5.10d', '5.12a', '5.10d', '5.10b', '5.11b/c', '5.10d', '5.10c/d', '5.10d', '5.9', '5.10a', '5.10', '5.10-', '5.10-', '5.11', '5.10', '5.10b']",
Quarantine Crack,3.3,4,5.9,['Trad'],200,2,,II,Nevada,Whiskey Peak,4,3,"['5.10a/b', '5.11a', '5.8+', '5.8', '5.8', '5.9+', '5.11b', '5.11b', '5.11b', '5.8', '5.12a', '5.11c', '5.10d', '5.12a', '5.10d', '5.10b', '5.11b/c', '5.10d', '5.10c/d', '5.10d', '5.9', '5.10a', '5.10', '5.10-', '5.10-', '5.11', '5.10', '5.10b']",
Closed on Monday,2.5,4,5.9+,['Trad'],50,1,,,Nevada,Whiskey Peak,2,1,"['5.10a/b', '5.11a', '5.8+', '5.8', '5.8', '5.11b', '5.11b', '5.11b', '5.8', '5.12a', '5.11c', '5.10d', '5.12a', '5.10d', '5.10b', '5.9', '5.11b/c', '5.10d', '5.10c/d', '5.10d', '5.9', '5.10a', '5.10', '5.10-', '5.10-', '5.11', '5.10', '5.10b']",
Rain Dance,2.7,38,5.10a,['Trad'],130,1,,,Nevada,Whiskey Peak,5,4,"['5.10a/b', '5.11a', '5.8+', '5.8', '5.8', '5.9+', '5.11b', '5.11b', '5.11b', '5.8', '5.12a', '5.11c', '5.10d', '5.12a', '5.10d', '5.10b', '5.9', '5.11b/c', '5.10d', '5.10c/d', '5.10d', '5.9', '5.10', '5.10-', '5.10-', '5.11', '5.10', '5.10b']",
Sandblast,2.0,8,5.10-,['Trad'],320,2,R,II,Nevada,Whiskey Peak,0,2,"['5.10a/b', '5.11a', '5.8+', '5.8', '5.8', '5.9+', '5.11b', '5.11b', '5.11b', '5.8', '5.12a', '5.11c', '5.10d', '5.12a', '5.10d', '5.10b', '5.9', '5.11b/c', '5.10d', '5.10c/d', '5.10d', '5.9', '5.10a', '5.10', '5.10-', '5.11', '5.10', '5.10b']",
Sand Felipe,2.6,162,5.10-,['Sport'],110,2,,,Nevada,Whiskey Peak,6,21,"['5.10a/b', '5.11a', '5.8+', '5.8', '5.8', '5.9+', '5.11b', '5.11b', '5.11b', '5.8', '5.12a', '5.11c', '5.10d', '5.12a', '5.10d', '5.10b', '5.9', '5.11b/c', '5.10d', '5.10c/d', '5.10d', '5.9', '5.10a', '5.10', '5.10-', '5.11', '5.10', '5.10b']",
Amber,2.6,31,5.10a/b,['Trad'],500,4,,II,Nevada,Whiskey Peak,11,5,"['5.11a', '5.8+', '5.8', '5.8', '5.9+', '5.11b', '5.11b', '5.11b', '5.8', '5.12a', '5.11c', '5.10d', '5.12a', '5.10d', '5.10b', '5.9', '5.11b/c', '5.10d', '5.10c/d', '5.10d', '5.9', '5.10a', '5.10', '5.10-', '5.10-', '5.11', '5.10', '5.10b']",
Miss Conception,2.8,74,5.10b,"['Trad', 'Sport']",200,3,,,Nevada,Whiskey Peak,9,11,"['5.10a/b', '5.11a', '5.8+', '5.8', '5.8', '5.9+', '5.11b', '5.11b', '5.11b', '5.8', '5.12a', '5.11c', '5.10d', '5.12a', '5.10d', '5.9', '5.11b/c', '5.10d', '5.10c/d', '5.10d', '5.9', '5.10a', '5.10', '5.10-', '5.10-', '5.11', '5.10', '5.10b']",
Wholesome Fullback,3.5,359,5.10b,['Trad'],210,2,,,Nevada,Whiskey Peak,19,33,"['5.10a/b', '5.11a', '5.8+', '5.8', '5.8', '5.9+', '5.11b', '5.11b', '5.11b', '5.8', '5.12a', '5.11c', '5.10d', '5.12a', '5.10d', '5.9', '5.11b/c', '5.10d', '5.10c/d', '5.10d', '5.9', '5.10a', '5.10', '5.10-', '5.10-', '5.11', '5.10', '5.10b']",
Triassic Sands,3.8,654,5.10,['Trad'],700,6,,II,Nevada,Whiskey Peak,39,71,"['5.10a/b', '5.11a', '5.8+', '5.8', '5.8', '5.9+', '5.11b', '5.11b', '5.11b', '5.8', '5.12a', '5.11c', '5.10d', '5.12a', '5.10d', '5.10b', '5.9', '5.11b/c', '5.10d', '5.10c/d', '5.10d', '5.9', '5.10a', '5.10-', '5.10-', '5.11', '5.10', '5.10b']",
Return To Forever,3.1,9,5.10,['Trad'],200,2,,,Nevada,Whiskey Peak,1,6,"['5.10a/b', '5.11a', '5.8+', '5.8', '5.8', '5.9+', '5.11b', '5.11b', '5.11b', '5.8', '5.12a', '5.11c', '5.10d', '5.12a', '5.10d', '5.10b', '5.9', '5.11b/c', '5.10d', '5.10c/d', '5.10d', '5.9', '5.10a', '5.10-', '5.10-', '5.11', '5.10', '5.10b']",
Our Father,3.7,224,5.10c/d,['Trad'],300,3,R,,Nevada,Whiskey Peak,17,28,"['5.10a/b', '5.11a', '5.8+', '5.8', '5.8', '5.9+', '5.11b', '5.11b', '5.11b', '5.8', '5.12a', '5.11c', '5.10d', '5.12a', '5.10d', '5.10b', '5.9', '5.11b/c', '5.10d', '5.10d', '5.9', '5.10a', '5.10', '5.10-', '5.10-', '5.11', '5.10', '5.10b']",
