name,rating,votes,grade,type,height,pitches,safety,commitment,state,sub_area,photos,comments,near_grades,aid_grade
Kipper Smack (Aka. Regular Route),3.2,6,5.7,['Trad'],150,1,,II,California,Olmsted Area,1,2,['5.8'],
Olga,2.5,2,5.8,['Trad'],150,2,,,California,Olmsted Area,2,0,['5.7'],
Black Like Me,2.0,1,5.10b,['Trad'],75,1,,,California,Olmsted Area,4,0,['5.10c'],
Creature from the Black Lagoon,3.5,24,5.10c,['Trad'],50,1,,,California,Olmsted Area,10,10,['5.10b'],
The Chamber,2.0,2,5.7,['Trad'],70,1,R,,California,Olmsted Area,1,0,"['5.11a', '5.11a', '5.12a', '5.14a', '5.9', '5.9', '5.11d', '5.11c', '5.10-', '5.12a', '5.9', '5.11d', '5.10a', '5.8', '5.11b', '5.7', '5.10c', '5.11a', '5.10a', '5.10a', '5.10c', '5.12a', '5.10a', '5.10c', '5.9+', '5.12a', '5.10d', '5.11a', '5.10c/d']",
The Loaner,1.0,1,5.7,"['Trad', 'TR']",30,1,,,California,Olmsted Area,0,0,"['5.11a', '5.11a', '5.12a', '5.14a', '5.9', '5.9', '5.11d', '5.11c', '5.10-', '5.12a', '5.9', '5.11d', '5.10a', '5.8', '5.11b', '5.7', '5.10c', '5.11a', '5.10a', '5.10a', '5.10c', '5.12a', '5.10a', '5.10c', '5.9+', '5.12a', '5.10d', '5.11a', '5.10c/d']",
"Ivory Tower, Left",2.5,59,5.8,['Trad'],60,1,,,California,Olmsted Area,1,4,"['5.11a', '5.11a', '5.12a', '5.14a', '5.9', '5.7', '5.9', '5.11d', '5.11c', '5.10-', '5.12a', '5.9', '5.11d', '5.10a', '5.11b', '5.7', '5.10c', '5.11a', '5.10a', '5.10a', '5.10c', '5.12a', '5.10a', '5.10c', '5.9+', '5.12a', '5.10d', '5.11a', '5.10c/d']",
Grease Monkey,2.0,6,5.9,['Trad'],85,1,PG13,,California,Olmsted Area,2,0,"['5.11a', '5.11a', '5.12a', '5.14a', '5.7', '5.9', '5.11d', '5.11c', '5.10-', '5.12a', '5.9', '5.11d', '5.10a', '5.8', '5.11b', '5.7', '5.10c', '5.11a', '5.10a', '5.10a', '5.10c', '5.12a', '5.10a', '5.10c', '5.9+', '5.12a', '5.10d', '5.11a', '5.10c/d']",
Deutsche Mark,2.7,3,5.9,['Trad'],30,1,,,California,Olmsted Area,1,0,"['5.11a', '5.11a', '5.12a', '5.14a', '5.7', '5.9', '5.11d', '5.11c', '5.10-', '5.12a', '5.9', '5.11d', '5.10a', '5.8', '5.11b', '5.7', '5.10c', '5.11a', '5.10a', '5.10a', '5.10c', '5.12a', '5.10a', '5.10c', '5.9+', '5.12a', '5.10d', '5.11a', '5.10c/d']",
Cash Register,1.7,3,5.9,['Trad'],50,1,,,California,Olmsted Area,2,1,"['5.11a', '5.11a', '5.12a', '5.14a', '5.7', '5.9', '5.11d', '5.11c', '5.10-', '5.12a', '5.9', '5.11d', '5.10a', '5.8', '5.11b', '5.7', '5.10c', '5.11a', '5.10a', '5.10a', '5.10c', '5.12a', '5.10a', '5.10c', '5.9+', '5.12a', '5.10d', '5.11a', '5.10c/d']",
Talk Dirty to Me,1.3,3,5.9+,['Trad'],70,1,,,California,Olmsted Area,1,1,"['5.11a', '5.11a', '5.12a', '5.14a', '5.9', '5.7', '5.9', '5.11d', '5.11c', '5.10-', '5.12a', '5.9', '5.11d', '5.10a', '5.8', '5.11b', '5.7', '5.10c', '5.11a', '5.10a', '5.10a', '5.10c', '5.12a', '5.10a', '5.10c', '5.12a', '5.10d', '5.11a', '5.10c/d']",
"Ivory Tower, Center",2.9,104,5.10a,['Trad'],60,1,,,California,Olmsted Area,6,5,"['5.11a', '5.11a', '5.12a', '5.14a', '5.9', '5.7', '5.9', '5.11d', '5.11c', '5.10-', '5.12a', '5.9', '5.11d', '5.8', '5.11b', '5.7', '5.10c', '5.11a', '5.10a', '5.10a', '5.10c', '5.12a', '5.10a', '5.10c', '5.9+', '5.12a', '5.10d', '5.11a', '5.10c/d']",
Missle Toe,1.5,4,5.10a,"['Trad', 'TR']",50,1,,,California,Olmsted Area,1,0,"['5.11a', '5.11a', '5.12a', '5.14a', '5.9', '5.7', '5.9', '5.11d', '5.11c', '5.10-', '5.12a', '5.9', '5.11d', '5.8', '5.11b', '5.7', '5.10c', '5.11a', '5.10a', '5.10a', '5.10c', '5.12a', '5.10a', '5.10c', '5.9+', '5.12a', '5.10d', '5.11a', '5.10c/d']",
Miss Apprehension,1.6,7,5.10a,['Trad'],55,1,,,California,Olmsted Area,1,0,"['5.11a', '5.11a', '5.12a', '5.14a', '5.9', '5.7', '5.9', '5.11d', '5.11c', '5.10-', '5.12a', '5.9', '5.11d', '5.8', '5.11b', '5.7', '5.10c', '5.11a', '5.10a', '5.10a', '5.10c', '5.12a', '5.10a', '5.10c', '5.9+', '5.12a', '5.10d', '5.11a', '5.10c/d']",
Short Change,2.0,4,5.10a,['Trad'],50,1,,,California,Olmsted Area,1,1,"['5.11a', '5.11a', '5.12a', '5.14a', '5.9', '5.7', '5.9', '5.11d', '5.11c', '5.10-', '5.12a', '5.9', '5.11d', '5.8', '5.11b', '5.7', '5.10c', '5.11a', '5.10a', '5.10a', '5.10c', '5.12a', '5.10a', '5.10c', '5.9+', '5.12a', '5.10d', '5.11a', '5.10c/d']",
Enemy Within,2.9,18,5.10-,['Trad'],50,1,,,California,Olmsted Area,7,4,"['5.11a', '5.11a', '5.12a', '5.14a', '5.9', '5.7', '5.9', '5.11d', '5.11c', '5.12a', '5.9', '5.11d', '5.10a', '5.8', '5.11b', '5.7', '5.10c', '5.11a', '5.10a', '5.10a', '5.10c', '5.12a', '5.10a', '5.10c', '5.9+', '5.12a', '5.10d', '5.11a', '5.10c/d']",
Pressure Vessel,1.0,1,5.10c,"['Trad', 'TR']",80,1,,,California,Olmsted Area,0,0,"['5.11a', '5.11a', '5.12a', '5.14a', '5.9', '5.7', '5.9', '5.11d', '5.11c', '5.10-', '5.12a', '5.9', '5.11d', '5.10a', '5.8', '5.11b', '5.7', '5.11a', '5.10a', '5.10a', '5.10c', '5.12a', '5.10a', '5.10c', '5.9+', '5.12a', '5.10d', '5.11a', '5.10c/d']",
The Stanley Edge,1.0,1,5.10c,"['Trad', 'TR']",60,1,,,California,Olmsted Area,0,0,"['5.11a', '5.11a', '5.12a', '5.14a', '5.9', '5.7', '5.9', '5.11d', '5.11c', '5.10-', '5.12a', '5.9', '5.11d', '5.10a', '5.8', '5.11b', '5.7', '5.11a', '5.10a', '5.10a', '5.10c', '5.12a', '5.10a', '5.10c', '5.9+', '5.12a', '5.10d', '5.11a', '5.10c/d']",
Lock of Ages,2.0,2,5.10c,['Trad'],85,1,PG13,,California,Olmsted Area,1,0,"['5.11a', '5.11a', '5.12a', '5.14a', '5.9', '5.7', '5.9', '5.11d', '5.11c', '5.10-', '5.12a', '5.9', '5.11d', '5.10a', '5.8', '5.11b', '5.7', '5.11a', '5.10a', '5.10a', '5.10c', '5.12a', '5.10a', '5.10c', '5.9+', '5.12a', '5.10d', '5.11a', '5.10c/d']",
Tits On A Bull,2.0,1,5.10c/d,"['Trad', 'TR']",45,1,,,California,Olmsted Area,2,0,"['5.11a', '5.11a', '5.12a', '5.14a', '5.9', '5.7', '5.9', '5.11d', '5.11c', '5.10-', '5.12a', '5.9', '5.11d', '5.10a', '5.8', '5.11b', '5.7', '5.10c', '5.11a', '5.10a', '5.10a', '5.10c', '5.12a', '5.10a', '5.10c', '5.9+', '5.12a', '5.10d', '5.11a']",
The Thrill Is Gone,3.1,8,5.10d,['Trad'],70,1,,,California,Olmsted Area,6,4,"['5.11a', '5.11a', '5.12a', '5.14a', '5.9', '5.7', '5.9', '5.11d', '5.11c', '5.10-', '5.12a', '5.9', '5.11d', '5.10a', '5.8', '5.11b', '5.7', '5.10c', '5.11a', '5.10a', '5.10a', '5.10c', '5.12a', '5.10a', '5.10c', '5.9+', '5.12a', '5.11a', '5.10c/d']",
Air-Cooled Unit,2.0,2,5.11a,['Trad'],75,1,,,California,Olmsted Area,2,0,"['5.11a', '5.12a', '5.14a', '5.9', '5.7', '5.9', '5.11d', '5.11c', '5.10-', '5.12a', '5.9', '5.11d', '5.10a', '5.8', '5.11b', '5.7', '5.10c', '5.11a', '5.10a', '5.10a', '5.10c', '5.12a', '5.10a', '5.10c', '5.9+', '5.12a', '5.10d', '5.11a', '5.10c/d']",
Tideline,3.7,97,5.11a,['Trad'],70,1,,,California,Olmsted Area,4,6,"['5.11a', '5.12a', '5.14a', '5.9', '5.7', '5.9', '5.11d', '5.11c', '5.10-', '5.12a', '5.9', '5.11d', '5.10a', '5.8', '5.11b', '5.7', '5.10c', '5.11a', '5.10a', '5.10a', '5.10c', '5.12a', '5.10a', '5.10c', '5.9+', '5.12a', '5.10d', '5.11a', '5.10c/d']",
Lord Caffeine,3.5,54,5.11a,['Trad'],80,1,,,California,Olmsted Area,7,9,"['5.11a', '5.12a', '5.14a', '5.9', '5.7', '5.9', '5.11d', '5.11c', '5.10-', '5.12a', '5.9', '5.11d', '5.10a', '5.8', '5.11b', '5.7', '5.10c', '5.11a', '5.10a', '5.10a', '5.10c', '5.12a', '5.10a', '5.10c', '5.9+', '5.12a', '5.10d', '5.11a', '5.10c/d']",
Age of Darkness,2.5,4,5.11a,['Trad'],85,1,,,California,Olmsted Area,2,1,"['5.11a', '5.12a', '5.14a', '5.9', '5.7', '5.9', '5.11d', '5.11c', '5.10-', '5.12a', '5.9', '5.11d', '5.10a', '5.8', '5.11b', '5.7', '5.10c', '5.11a', '5.10a', '5.10a', '5.10c', '5.12a', '5.10a', '5.10c', '5.9+', '5.12a', '5.10d', '5.11a', '5.10c/d']",
Live Wire,0.0,1,5.11b,"['Trad', 'TR']",60,1,R,,California,Olmsted Area,0,0,"['5.11a', '5.11a', '5.12a', '5.14a', '5.9', '5.7', '5.9', '5.11d', '5.11c', '5.10-', '5.12a', '5.9', '5.11d', '5.10a', '5.8', '5.7', '5.10c', '5.11a', '5.10a', '5.10a', '5.10c', '5.12a', '5.10a', '5.10c', '5.9+', '5.12a', '5.10d', '5.11a', '5.10c/d']",
Easy Money,1.8,4,5.11c,"['Trad', 'TR']",45,1,,,California,Olmsted Area,3,0,"['5.11a', '5.11a', '5.12a', '5.14a', '5.9', '5.7', '5.9', '5.11d', '5.10-', '5.12a', '5.9', '5.11d', '5.10a', '5.8', '5.11b', '5.7', '5.10c', '5.11a', '5.10a', '5.10a', '5.10c', '5.12a', '5.10a', '5.10c', '5.9+', '5.12a', '5.10d', '5.11a', '5.10c/d']",
Double Feature,1.0,1,5.11d,"['Trad', 'TR']",80,1,,,California,Olmsted Area,0,0,"['5.11a', '5.11a', '5.12a', '5.14a', '5.9', '5.7', '5.9', '5.11c', '5.10-', '5.12a', '5.9', '5.11d', '5.10a', '5.8', '5.11b', '5.7', '5.10c', '5.11a', '5.10a', '5.10a', '5.10c', '5.12a', '5.10a', '5.10c', '5.9+', '5.12a', '5.10d', '5.11a', '5.10c/d']",
Hot Box,2.0,2,5.11d,"['Trad', 'TR']",70,1,,,California,Olmsted Area,3,0,"['5.11a', '5.11a', '5.12a', '5.14a', '5.9', '5.7', '5.9', '5.11c', '5.10-', '5.12a', '5.9', '5.11d', '5.10a', '5.8', '5.11b', '5.7', '5.10c', '5.11a', '5.10a', '5.10a', '5.10c', '5.12a', '5.10a', '5.10c', '5.9+', '5.12a', '5.10d', '5.11a', '5.10c/d']",
Re-Animator,1.5,2,5.12a,"['Trad', 'TR']",35,1,R,,California,Olmsted Area,1,0,"['5.11a', '5.11a', '5.14a', '5.9', '5.7', '5.9', '5.11d', '5.11c', '5.10-', '5.12a', '5.9', '5.11d', '5.10a', '5.8', '5.11b', '5.7', '5.10c', '5.11a', '5.10a', '5.10a', '5.10c', '5.12a', '5.10a', '5.10c', '5.9+', '5.12a', '5.10d', '5.11a', '5.10c/d']",
Body Double,2.6,12,5.12a,"['Trad', 'TR']",45,1,,,California,Olmsted Area,4,6,"['5.11a', '5.11a', '5.14a', '5.9', '5.7', '5.9', '5.11d', '5.11c', '5.10-', '5.12a', '5.9', '5.11d', '5.10a', '5.8', '5.11b', '5.7', '5.10c', '5.11a', '5.10a', '5.10a', '5.10c', '5.12a', '5.10a', '5.10c', '5.9+', '5.12a', '5.10d', '5.11a', '5.10c/d']",
Techno-Pig,2.0,1,5.12a,['Trad'],60,1,,,California,Olmsted Area,3,0,"['5.11a', '5.11a', '5.14a', '5.9', '5.7', '5.9', '5.11d', '5.11c', '5.10-', '5.12a', '5.9', '5.11d', '5.10a', '5.8', '5.11b', '5.7', '5.10c', '5.11a', '5.10a', '5.10a', '5.10c', '5.12a', '5.10a', '5.10c', '5.9+', '5.12a', '5.10d', '5.11a', '5.10c/d']",
Fingers In The Till,1.5,2,5.12a,['Trad'],40,1,,,California,Olmsted Area,1,0,"['5.11a', '5.11a', '5.14a', '5.9', '5.7', '5.9', '5.11d', '5.11c', '5.10-', '5.12a', '5.9', '5.11d', '5.10a', '5.8', '5.11b', '5.7', '5.10c', '5.11a', '5.10a', '5.10a', '5.10c', '5.12a', '5.10a', '5.10c', '5.9+', '5.12a', '5.10d', '5.11a', '5.10c/d']",
Broken Arrow,4.0,1,5.14a,['Trad'],70,1,,,California,Olmsted Area,1,0,"['5.11a', '5.11a', '5.12a', '5.9', '5.7', '5.9', '5.11d', '5.11c', '5.10-', '5.12a', '5.9', '5.11d', '5.10a', '5.8', '5.11b', '5.7', '5.10c', '5.11a', '5.10a', '5.10a', '5.10c', '5.12a', '5.10a', '5.10c', '5.9+', '5.12a', '5.10d', '5.11a', '5.10c/d']",
Just Like a Vagina,1.0,1,5.6,"['Trad', 'TR']",50,1,,,California,Olmsted Area,1,0,"['5.7+', '5.8+', '5.10b']",
Eatin Air,1.7,3,5.7+,"['Trad', 'TR']",60,1,,,California,Olmsted Area,1,1,"['5.6', '5.8+', '5.10b']",
Moya,1.0,2,5.8+,"['Trad', 'TR']",50,1,,,California,Olmsted Area,2,0,"['5.7+', '5.6', '5.10b']",
Ten B or Not Ten B,2.0,1,5.10b,"['Trad', 'TR']",50,1,,,California,Olmsted Area,2,0,"['5.7+', '5.6', '5.8+']",
Rodeo Revolution,1.3,6,5.7,['Trad'],60,1,,,California,Tuolumne Meadows,1,0,"['5.11b', '5.9']",
Joe Mamba,3.0,8,5.9,['Sport'],65,1,,,California,Tuolumne Meadows,1,2,"['5.11b', '5.7']",
Apex Predator,2.7,7,5.11b,['Sport'],65,1,,,California,Tuolumne Meadows,2,3,"['5.9', '5.7']",
Fuel Rod,2.6,7,5.11a,['Sport'],75,1,PG13,,California,Tuolumne Meadows,0,1,"['5.12b', '5.11d']",
Public Enemy,3.0,2,5.11d,['Sport'],50,1,,,California,Tuolumne Meadows,1,0,"['5.11a', '5.12b']",
High Heels,3.3,3,5.12b,['Trad'],35,1,,,California,Tuolumne Meadows,1,1,"['5.11a', '5.11d']",
Pick Your Poison Right,1.4,14,5.5,['TR'],100,1,,,California,Tuolumne Meadows,0,0,"['5.6', '5.8', '5.9', '5.10a', '5.11b', '5.8', '5.6']",
You Found It (center),1.3,3,5.6,['TR'],100,1,,,California,Tuolumne Meadows,1,0,"['5.8', '5.9', '5.10a', '5.5', '5.11b', '5.8', '5.6']",
Christmas Tree Center,1.7,20,5.6,['TR'],100,1,,,California,Tuolumne Meadows,2,3,"['5.8', '5.9', '5.10a', '5.5', '5.11b', '5.8', '5.6']",
Slippery When Dry (center),1.6,10,5.8,['TR'],100,1,,,California,Tuolumne Meadows,1,0,"['5.6', '5.9', '5.10a', '5.5', '5.11b', '5.8', '5.6']",
Family Fun (center),1.3,3,5.8,['TR'],100,1,,,California,Tuolumne Meadows,1,0,"['5.6', '5.9', '5.10a', '5.5', '5.11b', '5.8', '5.6']",
Pick Your Poison Center,1.4,17,5.9,['TR'],100,1,,,California,Tuolumne Meadows,0,0,"['5.6', '5.8', '5.10a', '5.5', '5.11b', '5.8', '5.6']",
Pick Your Poison Left,1.3,23,5.10a,['TR'],100,1,,,California,Tuolumne Meadows,0,2,"['5.6', '5.8', '5.9', '5.5', '5.11b', '5.8', '5.6']",
Potluck,2.7,11,5.11b,"['Trad', 'TR']",,1,,,California,Tuolumne Meadows,3,2,"['5.6', '5.8', '5.9', '5.10a', '5.5', '5.8', '5.6']",
Chop the Hogs,1.5,4,5.7,['Sport'],60,1,PG13,,California,Tuolumne Meadows,1,0,"['5.9', '5.10a', '5.11', '5.9']",
Slasher,2.9,14,5.9,"['Trad', 'Sport']",300,3,,,California,Tuolumne Meadows,2,2,"['5.7', '5.10a', '5.11', '5.9']",
Dastardly Rascal,2.4,16,5.9,['Trad'],420,3,PG13,,California,Tuolumne Meadows,1,3,"['5.7', '5.10a', '5.11', '5.9']",
Flash of the Blade,3.3,12,5.10a,['Trad'],305,3,PG13,,California,Tuolumne Meadows,5,3,"['5.7', '5.9', '5.11', '5.9']",
Metalhead,3.3,8,5.11,"['Trad', 'Sport']",300,3,,,California,Tuolumne Meadows,3,2,"['5.7', '5.9', '5.10a', '5.9']",
Galen's Crack,3.2,43,5.10c,"['Trad', 'TR']",45,1,,,California,Tuolumne Meadows,3,8,[],
High-Ball 5.11 Finger Crack,2.5,2,5.11,"['TR', 'Boulder']",25,1,,,California,Olmsted Point B…,0,0,['V1-2'],
Back Breaker Roof,3.0,1,5.11d,"['TR', 'Boulder']",25,1,R,,California,Olmsted Point B…,4,0,['V3+'],
Conan the Barbarian,2.5,2,5.11+,['TR'],15,1,,,California,Olmsted Canyon…,1,4,[],
Olmsted OW,3.7,3,5.12a/b,"['TR', 'Boulder']",20,1,,,California,Olmsted Canyon…,3,0,"['V5', 'V4', 'V4+']",
Garden Party,2.6,7,5.5,"['Trad', 'Alpine']",200,1,PG13,,California,Cathedral Peak,3,1,"['5.7', '5.7', '5.6', '5.10a', '5.6', '5.7', '5.7', '5.5', '5.8', '5.8+', '5.6', '5.9', '5.7']",
Party of Two,2.0,2,5.5,"['Trad', 'Alpine']",170,1,,,California,Cathedral Peak,3,0,"['5.7', '5.7', '5.6', '5.10a', '5.6', '5.7', '5.7', '5.5', '5.8', '5.8+', '5.6', '5.9', '5.7']",
Hops'n'Barley,2.6,9,5.6,"['Trad', 'Alpine']",350,2,PG13,,California,Cathedral Peak,7,5,"['5.7', '5.7', '5.5', '5.10a', '5.6', '5.7', '5.7', '5.5', '5.8', '5.8+', '5.6', '5.9', '5.7']",
Slab Time Crack,1.7,3,5.6,"['Trad', 'Alpine']",200,1,R,,California,Cathedral Peak,4,0,"['5.7', '5.7', '5.5', '5.10a', '5.6', '5.7', '5.7', '5.5', '5.8', '5.8+', '5.6', '5.9', '5.7']",
Family Flake,2.7,6,5.6,"['Trad', 'Alpine']",280,2,PG13,,California,Cathedral Peak,3,0,"['5.7', '5.7', '5.5', '5.10a', '5.6', '5.7', '5.7', '5.5', '5.8', '5.8+', '5.6', '5.9', '5.7']",
Metal Pecker,2.7,7,5.7,"['Trad', 'Alpine']",280,2,PG13,,California,Cathedral Peak,5,0,"['5.7', '5.6', '5.5', '5.10a', '5.6', '5.7', '5.7', '5.5', '5.8', '5.8+', '5.6', '5.9', '5.7']",
STD,2.8,5,5.7,"['Trad', 'Alpine']",200,1,PG13,,California,Cathedral Peak,5,0,"['5.7', '5.6', '5.5', '5.10a', '5.6', '5.7', '5.7', '5.5', '5.8', '5.8+', '5.6', '5.9', '5.7']",
Beer Gut,2.2,5,5.7,"['Trad', 'Alpine']",550,3,PG13,II,California,Cathedral Peak,1,2,"['5.7', '5.6', '5.5', '5.10a', '5.6', '5.7', '5.7', '5.5', '5.8', '5.8+', '5.6', '5.9', '5.7']",
Muscle Fat,2.0,4,5.7,"['Trad', 'Alpine']",600,3,PG13,II,California,Cathedral Peak,0,1,"['5.7', '5.6', '5.5', '5.10a', '5.6', '5.7', '5.7', '5.5', '5.8', '5.8+', '5.6', '5.9', '5.7']",
Double Down,2.5,8,5.7,"['Trad', 'Alpine']",260,2,,,California,Cathedral Peak,5,2,"['5.7', '5.6', '5.5', '5.10a', '5.6', '5.7', '5.7', '5.5', '5.8', '5.8+', '5.6', '5.9', '5.7']",
Pedestal Center,3.0,2,5.8,"['TR', 'Alpine']",200,1,,,California,Cathedral Peak,2,0,"['5.7', '5.7', '5.6', '5.5', '5.10a', '5.6', '5.7', '5.7', '5.5', '5.8+', '5.6', '5.9', '5.7']",
Slab Time,2.2,5,5.8+,"['Trad', 'Alpine']",200,1,PG13,,California,Cathedral Peak,4,0,"['5.7', '5.7', '5.6', '5.5', '5.10a', '5.6', '5.7', '5.7', '5.5', '5.8', '5.6', '5.9', '5.7']",
Small Arch Left Side,3.0,1,5.9,"['TR', 'Alpine']",200,1,,,California,Cathedral Peak,1,0,"['5.7', '5.7', '5.6', '5.5', '5.10a', '5.6', '5.7', '5.7', '5.5', '5.8', '5.8+', '5.6', '5.7']",
Grand Central,3.3,17,5.10a,"['Trad', 'Alpine']",1000,6,PG13,III,California,Cathedral Peak,24,5,"['5.7', '5.7', '5.6', '5.5', '5.6', '5.7', '5.7', '5.5', '5.8', '5.8+', '5.6', '5.9', '5.7']",
John Muir Route (The Mountaineer's Route),2.9,43,4th,"['Trad', 'Alpine']",400,1,PG13,,California,Cathedral Peak,1,2,['5.6'],
Southeast Buttress,3.8,1469,5.6,"['Trad', 'Alpine']",700,5,,II,California,Cathedral Peak,77,36,['4th'],
Panic Pillar,3.4,9,5.9,"['Trad', 'Alpine']",50,1,R,,California,Cathedral Peak,5,2,[],
The Original Route,3.5,4,5.10,"['Trad', 'Alpine']",1000,5,,III,California,Cathedral Peak,18,1,[],
Northwest Buttress,3.3,477,5.5,"['Trad', 'Alpine']",1400,14,,II,California,Cathedral Range,25,31,['5.8'],
"Tenaya Peak, North Face Direct",3.0,7,5.8,"['Trad', 'Alpine']",1000,1,,III,California,Cathedral Range,0,0,['5.5'],
Matthes Crest Traverse - South to North,3.9,574,5.7,"['Trad', 'Alpine']",2500,1,,IV,California,Cathedral Range,101,48,"['5.10-', '5.8', '5.8']",
The Matthes Crest Sphinx,2.0,1,5.8,"['Trad', 'Alpine']",360,3,,II,California,Cathedral Range,1,0,"['5.10-', '5.7', '5.8']",
North Ridge of Matthes Crest,3.9,57,5.8,"['Trad', 'Alpine']",1200,1,,III,California,Cathedral Range,13,9,"['5.10-', '5.7', '5.8']",
Anduril,3.2,6,5.10-,"['Trad', 'Alpine']",470,4,PG13,III,California,Cathedral Range,0,2,"['5.8', '5.7', '5.8']",
West Pillar,3.4,77,5.9,"['Trad', 'Alpine']",600,5,,,California,Cathedral Range,12,9,"['5.11b', '5.4', '5.10-']",
West Pillar Direct,3.5,96,5.10-,"['Trad', 'Alpine']",700,5,,,California,Cathedral Range,5,7,"['5.11b', '5.4', '5.9']",
"East Face, Center Crack",4.0,1,5.11b,"['Trad', 'Alpine']",80,1,,,California,Cathedral Range,3,1,"['5.4', '5.9', '5.10-']",
Boss Man,3.0,3,5.11,"['Trad', 'Alpine']",600,6,,III,California,Cathedral Range,8,3,[],
Nightingale Arete,3.1,7,5.9+,"['Trad', 'Alpine']",1000,8,,IV,California,High Sierra Cam…,3,7,[],
Cathedral Range Traverse,3.7,24,Easy,"['Trad', 'Alpine']",,1,,,California,Cathedral Range,8,5,"['Easy 5th', '5.7']",
"Tenaya, Matthes, Cathedral Traverse",3.9,117,5.7,"['Trad', 'Alpine']",4700,1,,IV,California,Cathedral Range,47,26,['Easy 5th'],
Unicorn Peak normal route,2.5,19,4th,"['Trad', 'Alpine']",50,1,,,California,Cathedral Range,5,2,['5.6'],
The Roof,2.0,4,5.6,"['Trad', 'Alpine']",30,1,,,California,Cathedral Range,0,0,['4th'],
Unknown,1.7,3,5.10-,['Sport'],60,1,,,California,Lower Merced Ri…,0,0,"['5.7', '5.7', '5.9', '5.10a', '5.8', '5.8', '5.9', '5.7', '5.9']",
Southwest Ridge,1.3,7,Easy,"['Trad', 'Alpine']",500,3,,,California,Cathedral Range,1,0,['Easy 5th'],
South Buttress,2.0,1,5.8,"['Trad', 'Alpine']",400,3,,II,California,Cathedral Range,2,0,[],
Cody Is Unimpressed,2.0,1,5.6,"['Trad', 'TR', 'Alpine']",25,1,,,California,Cathedral Range,1,0,"['5.9', '5.8', '5.9', '5.8', '5.10']",
Cody Is Still Unimpressed,2.0,1,5.8,"['Trad', 'Alpine']",25,1,,,California,Cathedral Range,1,0,"['5.9', '5.6', '5.9', '5.8', '5.10']",
Pencil Me In,1.0,1,5.8,"['Trad', 'Alpine']",60,1,,,California,Cathedral Range,1,0,"['5.9', '5.6', '5.9', '5.8', '5.10']",
Charlotte,2.0,1,5.9,"['Trad', 'Alpine']",60,1,PG13,,California,Cathedral Range,1,0,"['5.8', '5.6', '5.9', '5.8', '5.10']",
The Lemming Way,3.0,1,5.9,"['Trad', 'Alpine']",60,1,,,California,Cathedral Range,1,0,"['5.8', '5.6', '5.9', '5.8', '5.10']",
Templeton Is Impressed,3.0,1,5.10,"['Trad', 'Alpine']",60,1,,,California,Cathedral Range,1,0,"['5.9', '5.8', '5.6', '5.9', '5.8']",
Cowboy Marmot,3.1,32,5.8,['Trad'],500,5,,,California,Tuolumne Meadows,7,18,['5.9'],
Green Archistan,1.5,2,5.9,['Trad'],,1,,,California,Tuolumne Meadows,1,1,['5.8'],
Cottage Cheese,3.0,16,5.10a/b,['Trad'],300,2,,,California,W Cottage Dome,1,3,"['5.10d', '5.11a']",
Geekin' Hard,1.5,2,5.10d,['Trad'],80,1,,,California,W Cottage Dome,0,0,"['5.10a/b', '5.11a']",
Pencil-Necked Geek,1.5,2,5.11a,['Trad'],250,3,,,California,W Cottage Dome,3,0,"['5.10a/b', '5.10d']",
DAFFy Duck,2.0,2,Easy,['Trad'],90,1,R,,California,Cottage Domes,0,1,"['5.5', 'Easy 5th', '5.7', '5.8', '5.6', '5.8']",
Cheesecake,1.8,12,5.5,['Trad'],90,1,PG13,,California,Cottage Domes,1,0,"['Easy 5th', '5.7', '5.8', '5.6', '5.8']",
String Cheese,2.1,11,5.6,"['Trad', 'Sport']",130,1,,,California,Cottage Domes,0,2,"['5.5', 'Easy 5th', '5.7', '5.8', '5.8']",
Eddie Muenster,2.1,14,5.7,"['Trad', 'Sport']",100,1,,,California,Cottage Domes,1,0,"['5.5', 'Easy 5th', '5.8', '5.6', '5.8']",
Udder Chaos,2.3,4,5.8,"['Trad', 'Sport']",160,1,PG13,,California,Cottage Domes,1,0,"['5.5', 'Easy 5th', '5.7', '5.6', '5.8']",
Pasture-ized,2.0,1,5.8,['Trad'],120,1,R,,California,Cottage Domes,1,0,"['5.5', 'Easy 5th', '5.7', '5.6', '5.8']",
Life in the Cretaceous,2.4,35,5.10a,"['Sport', 'Alpine']",50,1,,,California,E Cottage Dome…,1,1,"['5.10c', '5.10d', '5.10a/b', '5.10c/d', '5.10c', '5.10d', '5.10b', '5.11a/b', '5.10+', '5.10d', '5.11a', '5.10d', '5.10a/b']",
Flintstone,2.6,19,5.10a/b,"['Sport', 'Alpine']",180,2,,,California,E Cottage Dome…,0,1,"['5.10c', '5.10d', '5.10c/d', '5.10c', '5.10d', '5.10a', '5.10b', '5.11a/b', '5.10+', '5.10d', '5.11a', '5.10d', '5.10a/b']",
Unknown A,2.5,6,5.10a/b,"['Sport', 'Alpine']",40,1,,,California,E Cottage Dome…,0,0,"['5.10c', '5.10d', '5.10c/d', '5.10c', '5.10d', '5.10a', '5.10b', '5.11a/b', '5.10+', '5.10d', '5.11a', '5.10d', '5.10a/b']",
