name,rating,votes,grade,type,height,pitches,safety,commitment,state,sub_area,photos,comments,near_grades,aid_grade
Digit Delight,2.6,81,5.9,['Sport'],,1,,,California,Area 13,1,3,"['5.7', '5.10b', '5.11a', '5.8', '5.9', '5.8', '5.6', '5.9+', '5.8', '5.7', '5.10a', '5.8', '5.10b', '5.7', '5.7', '5.8']",
I Yam,3.2,51,5.9+,['Sport'],100,1,PG13,,California,Area 13,1,3,"['5.9', '5.7', '5.10b', '5.11a', '5.8', '5.9', '5.8', '5.6', '5.8', '5.7', '5.10a', '5.8', '5.10b', '5.7', '5.7', '5.8']",
More Trad Than Rad,2.7,18,5.10a,['Trad'],,1,,,California,Area 13,0,3,"['5.9', '5.7', '5.10b', '5.11a', '5.8', '5.9', '5.8', '5.6', '5.9+', '5.8', '5.7', '5.8', '5.10b', '5.7', '5.7', '5.8']",
This Ain't No Weenie Roast,2.7,47,5.10b,['Sport'],80,1,,,California,Area 13,0,6,"['5.9', '5.7', '5.11a', '5.8', '5.9', '5.8', '5.6', '5.9+', '5.8', '5.7', '5.10a', '5.8', '5.10b', '5.7', '5.7', '5.8']",
Borrowing From Tradition,3.5,93,5.10b,['Sport'],90,1,,,California,Area 13,2,2,"['5.9', '5.7', '5.11a', '5.8', '5.9', '5.8', '5.6', '5.9+', '5.8', '5.7', '5.10a', '5.8', '5.10b', '5.7', '5.7', '5.8']",
Chapusero,2.3,26,5.11a,['Sport'],90,1,,,California,Area 13,0,4,"['5.9', '5.7', '5.10b', '5.8', '5.9', '5.8', '5.6', '5.9+', '5.8', '5.7', '5.10a', '5.8', '5.10b', '5.7', '5.7', '5.8']",
Rock Candy,3.0,63,5.7,['Sport'],70,1,,,California,Area 13,2,5,"['5.9', '5.8', '5.10a', '5.8', '5.11c', '5.10a', '5.8', '5.8']",
Chilango,1.9,23,5.8,['Sport'],45,1,,V,California,Area 13,0,1,"['5.9', '5.10a', '5.8', '5.11c', '5.10a', '5.8', '5.7', '5.8']",
Pachuco,2.5,31,5.8,['Sport'],,1,,,California,Area 13,0,1,"['5.9', '5.10a', '5.8', '5.11c', '5.10a', '5.8', '5.7', '5.8']",
Scorpio,2.5,32,5.8,['Trad'],50,1,,,California,Area 13,0,2,"['5.9', '5.10a', '5.8', '5.11c', '5.10a', '5.8', '5.7', '5.8']",
Chop Chop,2.3,55,5.8,['Trad'],,1,,,California,Area 13,2,5,"['5.9', '5.10a', '5.8', '5.11c', '5.10a', '5.8', '5.7', '5.8']",
Bread Line,2.7,47,5.9,['Sport'],70,1,,,California,Area 13,3,4,"['5.8', '5.10a', '5.8', '5.11c', '5.10a', '5.8', '5.7', '5.8']",
No Left Turn,1.8,20,5.10a,['Sport'],40,1,,,California,Area 13,0,2,"['5.9', '5.8', '5.8', '5.11c', '5.10a', '5.8', '5.7', '5.8']",
Cholito,3.0,37,5.10a,['Sport'],,1,,,California,Area 13,1,5,"['5.9', '5.8', '5.8', '5.11c', '5.10a', '5.8', '5.7', '5.8']",
Get Tuff,2.1,12,5.11c,['Sport'],50,1,,,California,Area 13,0,1,"['5.9', '5.8', '5.10a', '5.8', '5.10a', '5.8', '5.7', '5.8']",
Demasiado,2.6,39,5.7,['Sport'],60,1,,,California,Area 13,1,2,"['5.7', '5.9', '5.8', '5.10a']",
Backscratcher,3.0,40,5.7,['Sport'],115,1,,,California,Area 13,1,4,"['5.7', '5.9', '5.8', '5.10a']",
No More Mister Nice Guy,2.1,16,5.8,['Sport'],165,1,,,California,Area 13,1,2,"['5.7', '5.7', '5.9', '5.10a']",
Nice Guys Finish Last,2.4,22,5.9,['Sport'],165,1,,,California,Area 13,3,4,"['5.7', '5.7', '5.8', '5.10a']",
No More Mister Nice Guy - 10a Variation,2.4,16,5.10a,['Sport'],,1,,,California,Area 13,1,0,"['5.7', '5.7', '5.9', '5.8']",
Impatient Ladies,1.8,4,5.8,['Sport'],85,1,,,California,Area 13,1,0,['5.8'],
Louie The Lumberjack,1.3,4,5.8,['Sport'],85,1,,,California,Area 13,2,1,['5.8'],
So it Goes,1.9,14,5.6,['Sport'],,1,,,California,Area 13,0,3,"['5.9', '5.8', '5.8']",
Lichen It,2.4,5,5.8,['Sport'],35,1,,,California,Area 13,0,0,"['5.9', '5.6', '5.8']",
Who Dropped the Soap?,1.8,4,5.8,['Sport'],,1,,,California,Area 13,0,0,"['5.9', '5.6', '5.8']",
Inyo Face,3.1,14,5.9,['Sport'],,1,,,California,Area 13,0,0,"['5.8', '5.6', '5.8']",
Keough Memorial Buttress,2.1,14,5.8,['Sport'],80,1,,,California,Area 13,0,2,"['5.8', '5.8+']",
Taboo,2.0,1,5.8,['Sport'],65,1,,,California,Area 13,1,0,"['5.8', '5.8+']",
YRUASOB247?,1.0,1,5.8+,['Sport'],65,1,,,California,Area 13,0,0,"['5.8', '5.8']",
X-4,1.5,2,5.10a,['Sport'],60,1,,,California,Area 13,1,0,[],
Stick to Your Ribs,2.0,4,5.10a,['Sport'],60,1,,,California,Clark Canyon,1,1,['5.10b'],
Pulled Pork,1.5,4,5.10b,['Sport'],65,1,,,California,Clark Canyon,0,2,['5.10a'],
